Area,Item,Year,Area_Harvested,Yield
India,Cherries,1995,1625.0,2708.3
India,Cherries,1996,1700.0,2823.5
India,Cherries,1997,1754.0,2793.3
India,Cherries,1998,1828.0,2790.0
India,Cherries,1999,2678.0,2763.6
India,Cherries,2000,2805.0,2780.4
India,Cherries,2001,2860.0,2797.2
India,Cherries,2002,2862.0,2814.1
India,Cherries,2003,2932.0,2830.9
India,Cherries,2004,2998.0,2848.7
India,Cherries,2005,3059.0,2867.5
India,Cherries,2006,3089.0,2886.4
India,Cherries,2007,3137.0,2905.2
India,Cherries,2008,3167.0,2924.0
India,Cherries,2009,3186.0,2942.8
India,Cherries,2010,3226.0,2961.7
India,Cherries,2011,3266.0,2980.5
India,Cherries,2012,3300.0,2999.3
India,Cherries,2013,3300.0,3018.1
India,Cherries,2014,3500.0,3024.4
India,Cherries,2015,3599.0,3041.1
India,Cherries,2016,3466.0,3028.2
India,Cherries,2017,3377.0,3047.3
India,Cherries,2018,3481.0,2918.6
India,Cherries,2019,3425.0,2947.9
India,Cherries,2020,3378.0,2992.5
India,Cherries,2021,3428.0,2952.6
India,Cherries,2022,3410.0,2964.2
India,Cherries,2023,3405.0,2969.7
India,Cherries,2024,3414.0,2962.2
India,Grapes,1961,4400.0,15909.1
India,Grapes,1962,4600.0,16304.3
India,Grapes,1963,5000.0,16000.0
India,Grapes,1964,5600.0,16071.4
India,Grapes,1965,6200.0,16129.0
India,Grapes,1966,6800.0,16176.5
India,Grapes,1967,7100.0,16197.2
India,Grapes,1968,7400.0,16216.2
India,Grapes,1969,7800.0,16025.6
India,Grapes,1970,8000.0,16250.0
India,Grapes,1971,8400.0,16071.4
India,Grapes,1972,8600.0,16046.5
India,Grapes,1973,8700.0,16092.0
India,Grapes,1974,5200.0,17307.7
India,Grapes,1975,5700.0,16666.7
India,Grapes,1976,5100.0,18705.9
India,Grapes,1977,9350.0,16110.2
India,Grapes,1978,8960.0,18526.8
India,Grapes,1979,9560.0,19054.4
India,Grapes,1980,10230.0,19144.7
India,Grapes,1981,10830.0,19205.9
India,Grapes,1982,11430.0,21872.3
India,Grapes,1983,12050.0,19669.7
India,Grapes,1984,12390.0,21823.2
India,Grapes,1985,12530.0,22000.0
India,Grapes,1986,12500.0,20800.0
India,Grapes,1987,15389.0,16312.6
India,Grapes,1988,21355.0,19492.1
India,Grapes,1989,24878.0,15054.9
India,Grapes,1990,25102.0,16260.5
India,Grapes,1991,24822.0,16619.5
India,Grapes,1992,34010.0,19205.0
India,Grapes,1993,35000.0,20000.0
India,Grapes,1994,40000.0,17500.0
India,Grapes,1995,40000.0,17500.0
India,Grapes,1996,39970.0,20014.9
India,Grapes,1997,37235.0,21754.0
India,Grapes,1998,40000.0,24250.0
India,Grapes,1999,42600.0,25422.5
India,Grapes,2000,40000.0,28250.0
India,Grapes,2001,50000.0,21200.0
India,Grapes,2002,47500.0,24930.5
India,Grapes,2003,52100.0,23950.1
India,Grapes,2004,57800.0,25515.6
India,Grapes,2005,60500.0,25862.8
India,Grapes,2006,66000.0,24993.9
India,Grapes,2007,65000.0,25927.7
India,Grapes,2008,68000.0,25514.7
India,Grapes,2009,80000.0,23475.0
India,Grapes,2010,106400.0,8277.3
India,Grapes,2011,111000.0,11126.1
India,Grapes,2012,116000.0,19146.6
India,Grapes,2013,118000.0,21042.4
India,Grapes,2014,118740.0,21773.1
